,Year,County Code,County,Harvested Acres,Yield,Production,Price P/U,Value
1075,2000,1,Alameda,2602 ,2.11 ,5483 ,1185 ,6498000
1076,2000,9,Calaveras,470 ,3.60 ,1690 ,1000 ,1690000
1077,2000,17,El Dorado,1165 ,2.92 ,3400 ,1194 ,4059600
1078,2000,19,Fresno,75139 ,11.12 ,835310 ,177 ,147550000
1079,2000,29,Kern,46809 ,8.86 ,414680 ,187 ,77714000
1080,2000,31,Kings,3020 ,9.04 ,27311 ,162 ,4436000
1081,2000,33,Lake,3858 ,5.06 ,19520 ,1281 ,25005100
1082,2000,39,Madera,56410 ,9.92 ,559563 ,186 ,103830000
1083,2000,41,Marin,94 ,1.24 ,117 ,2009 ,235100
1084,2000,43,Mariposa,71 ,1.70 ,121 ,1314 ,159000
1085,2000,45,Mendocino,12838 ,4.53 ,58106 ,1514 ,87960000
1086,2000,47,Merced,14437 ,9.32 ,134583 ,288 ,38729000
1087,2000,55,Napa,32365 ,4.23 ,136962 ,2464 ,337469000
1088,2000,57,Nevada,303 ,3.57 ,1082 ,1096 ,1185800
1089,2000,65,Riverside,2767 ,4.53 ,12532 ,974 ,12202100
1090,2000,67,Sacramento,25024 ,7.10 ,177670 ,536 ,95231000
1091,2000,69,San Benito,2563 ,4.33 ,11100 ,1628 ,18071000
1092,2000,71,San Bernardino,235 ,0.83 ,194 ,901 ,174700
1093,2000,73,San Diego,175 ,1.84 ,322 ,300 ,96600
1094,2000,77,San Joaquin,80711 ,7.74 ,624800 ,473 ,295793000
1095,2000,79,San Luis Obispo,18801 ,5.39 ,101430 ,1328 ,134733000
1096,2000,81,San Mateo,45 ,  ,  ,  ,139000
1097,2000,85,Santa Clara,1749 ,3.90 ,6821 ,1521 ,10375000
1098,2000,87,Santa Cruz,477 ,1.61 ,768 ,2271 ,1744000
1099,2000,95,Solano,3853 ,4.67 ,17999 ,1007 ,18116800
1100,2000,97,Sonoma,42220 ,4.52 ,190789 ,2043 ,389781900
1101,2000,105,Trinity,  ,  ,140 ,1204 ,168600
1102,2000,107,Tulare,27688 ,10.42 ,288490 ,207 ,59835000
1103,2000,113,Yolo,9496 ,6.86 ,65143 ,627 ,40873000
1104,2000,115,Yuba,390 ,1.62 ,632 ,1242 ,785000
1105,2000,999,State Totals,465775 ,7.94 ,3696758 ,518 ,1914640300
3557,2001,1,Alameda,3023,2.91,8797,1147,10092000
3558,2001,9,Calaveras,470,2.72,1280,1200,1536000
3559,2001,17,El Dorado,1244,2.87,3570,1209,4317300
3560,2001,19,Fresno,76393,8.37,639180,167,106924000
3561,2001,29,Kern,42511,7.12,302500,159,47986000
3562,2001,31,Kings,3085,9.75,30088,169,5088000
3563,2001,33,Lake,4889,4.55,22239,1292,28732800
3564,2001,39,Madera,55970,8.45,473146,162,76642000
3565,2001,41,Marin,95,2.4,228,2043,465900
3566,2001,43,Mariposa,73,1.56,114,1406,160300
3567,2001,45,Mendocino,14800,4.04,59808,1466,87678400
3568,2001,47,Merced,14517,8.11,117727,209,24567000
3569,2001,55,Napa,35095,3.6,126438,2802,354338000
3570,2001,57,Nevada,348,3,1043,1192,1242900
3571,2001,61,Placer,40,1.5,60,1350,81000
3572,2001,65,Riverside,2302,4.5,10359,900,9323100
3573,2001,67,Sacramento,25802,6,154812,616,95364000
3574,2001,69,San Benito,2975,4.25,12644,1254,15856000
3575,2001,71,San Bernardino,147,2.31,340,196,66700
3576,2001,73,San Diego,180,1.87,337,250,84200
3577,2001,77,San Joaquin,83908,6.91,579400,418,242188000
3578,2001,79,San Luis Obispo,21614,4.82,104107,1326,138054000
3579,2001,81,San Mateo,44,  ,  ,  ,159000
3580,2001,83,Santa Barbara,16634,5.52,91820,1289,118328400
3581,2001,85,Santa Clara,1750,3.78,6615,1408,9314000
3582,2001,87,Santa Cruz,466,3.5,1631,2270,3702000
3583,2001,95,Solano,4072,4,16280,857,13957700
3584,2001,97,Sonoma,43589,3.98,173583,2157,374389700
3585,2001,105,Trinity,  ,  ,140,1204,168600
3586,2001,107,Tulare,23431,10.07,235900,222,52446000
3587,2001,113,Yolo,10242,5.43,55614,598,33241000
3588,2001,115,Yuba,236,1.38,326,979,319000
3589,2001,999,State Totals,489945,6.59,3230126,575,1856813000
5895,2002,1,Alameda,2255,2.13,4793,1126,5398000
5896,2002,5,Amador,3241,3.50,11343,980,11116100
5897,2002,9,Calaveras,470,2.89,1360,971,1320000
5898,2002,17,El Dorado,1464,2.77,4060,1153,4680000
5899,2002,19,Fresno,85701,10.83,928100,141,131189000
5900,2002,29,Kern,43436,8.87,385420,143,55146000
5901,2002,31,Kings,3319,8.52,28294,162,4584000
5902,2002,33,Lake,5465,4.57,24966,1292,32261700
5903,2002,39,Madera,67600,10.23,691528,130,89589000
5904,2002,41,Marin,82,1.77,145,1759,255000
5905,2002,43,Mariposa,84,1.17,98,1388,136000
5906,2002,45,Mendocino,15202,3.89,59128,1375,81301400
5907,2002,47,Merced,11523,8.88,102284,275,28125000
5908,2002,53,Monterey,37325,3.86,143947,1022,147065000
5909,2002,55,Napa,37072,3.51,130099,2920,379930000
5910,2002,57,Nevada,404,4.32,1746,1053,1839100
5911,2002,61,Placer,130,3.00,390,1070,417300
5912,2002,65,Riverside,1250,4.16,5200,677,3518000
5913,2002,67,Sacramento,26597,6.20,164901,448,73876000
5914,2002,69,San Benito,3079,3.20,9853,1585,15617000
5915,2002,71,San Bernardino,205,3.12,639,672,429100
5916,2002,73,San Diego,173,1.38,239,259,61800
5917,2002,77,San Joaquin,83263,6.12,509355,416,211940000
5918,2002,79,San Luis Obispo,25206,3.77,95101,1240,117896000
5919,2002,81,San Mateo,64,  ,  ,  ,389000
5920,2002,83,Santa Barbara,16667,2.93,48834,1482,72373900
5921,2002,85,Santa Clara,1839,3.30,6069,1313,7968000
5922,2002,87,Santa Cruz,549,4.00,2196,1500,3294000
5923,2002,95,Solano,4300,3.77,16191,817,13221100
5924,2002,97,Sonoma,46587,3.93,183139,2055,376422300
5925,2002,105,Trinity,  ,  ,140,1204,168600
5926,2002,107,Tulare,26597,9.71,258300,160,41358000
5927,2002,113,Yolo,9699,7.63,74003,604,44675000
5928,2002,115,Yuba,297,1.57,467,1096,512000
5929,2002,999,State Totals,561145,6.94,3892328,503,1958072400
8175,2003,1,Alameda,2284 ,3.21 ,7325 ,1077.41 ,7892000
8176,2003,5,Amador,3623 ,2.96 ,10724 ,982.00 ,10531000
8177,2003,9,Calaveras,480 ,1.88 ,900 ,1000.00 ,900000
8178,2003,17,El Dorado,1678 ,2.36 ,3953 ,1120.67 ,4430000
8179,2003,19,Fresno,72186 ,10.09 ,728500 ,166.12 ,121015000
8180,2003,29,Kern,41476 ,7.72 ,320040 ,156.15 ,49975000
8181,2003,31,Kings,3295 ,8.97 ,29555 ,173.10 ,5116000
8182,2003,33,Lake,6219 ,4.26 ,26483 ,1183.10 ,31332000
8183,2003,39,Madera,62600 ,9.47 ,593056 ,148.37 ,87991000
8184,2003,41,Marin,74 ,1.57 ,116 ,1991.38 ,231000
8185,2003,43,Mariposa,93 ,0.88 ,82 ,1439.02 ,118000
8186,2003,45,Mendocino,15576 ,3.72 ,57960 ,1213.95 ,70360700
8187,2003,47,Merced,11499 ,9.76 ,112253 ,259.89 ,29173000
8188,2003,53,Monterey,34287 ,4.41 ,151344 ,1058.64 ,160219000
8189,2003,55,Napa,39106 ,3.29 ,128814 ,2985.70 ,384600000
8190,2003,57,Nevada,356 ,3.67 ,1307 ,1350.80 ,1765500
8191,2003,61,Placer,200 ,1.76 ,352 ,1036.08 ,364700
8192,2003,65,Riverside,1266 ,3.29 ,4163 ,784.00 ,3263800
8193,2003,67,Sacramento,23698 ,6.30 ,149297 ,422.00 ,63003000
8194,2003,69,San Benito,3163 ,4.57 ,14455 ,1510.00 ,21827000
8195,2003,71,San Bernardino,180 ,3.77 ,679 ,657.44 ,446400
8196,2003,73,San Diego,304 ,2.08 ,632 ,380.22 ,240300
8197,2003,77,San Joaquin,82350 ,5.74 ,472800 ,368.52 ,174235900
8198,2003,79,San Luis Obispo,29626 ,3.89 ,115188 ,1071.76 ,123454000
8199,2003,81,San Mateo,60 ,  ,  ,  ,363000
8200,2003,83,Santa Barbara,16667 ,2.88 ,48001 ,1371.81 ,65848300
8201,2003,85,Santa Clara,1854 ,2.90 ,5377 ,1205.88 ,6484000
8202,2003,87,Santa Cruz,574 ,3.33 ,1911 ,1350.08 ,2580000
8203,2003,95,Solano,4075 ,3.70 ,15060 ,664.46 ,10006700
8204,2003,97,Sonoma,52176 ,3.08 ,160768 ,1967.20 ,316262300
8205,2003,105,Trinity,114 ,  ,  ,  ,237300
8206,2003,107,Tulare,23886 ,9.21 ,220030 ,164.64 ,36225000
8207,2003,113,Yolo,10334 ,6.76 ,69858 ,534.89 ,37366000
8208,2003,115,Yuba,66 ,2.53 ,167 ,1323.35 ,221000
8209,2003,999,State Totals,545425 ,6.33 ,3451150 ,529.53 ,1828077900
10496,2004,1,Alameda,2526 ,3.60 ,9094 ,995.38 ,9052000
10497,2004,5,Amador,3741 ,3.54 ,13243 ,1009.97 ,13375000
10498,2004,9,Calaveras,500 ,2.40 ,1200 ,1050.00 ,1260000
10499,2004,17,El Dorado,1710 ,2.46 ,4209 ,1094.84 ,4608200
10500,2004,19,Fresno,96692 ,9.01 ,871000 ,226.31 ,197117000
10501,2004,29,Kern,36542 ,8.69 ,317370 ,232.10 ,73660000
10502,2004,31,Kings,3023 ,10.49 ,31720 ,237.30 ,7527000
10503,2004,33,Lake,7076 ,3.94 ,27872 ,1139.17 ,31751000
10504,2004,39,Madera,66200 ,9.25 ,612467 ,218.73 ,133966000
10505,2004,41,Marin,110 ,1.26 ,139 ,1914.39 ,266100
10506,2004,43,Mariposa,99 ,0.92 ,91 ,1098.90 ,100000
10507,2004,45,Mendocino,15608 ,3.35 ,52252 ,1150.99 ,60141500
10508,2004,47,Merced,10729 ,7.78 ,83485 ,251.46 ,20993000
10509,2004,53,Monterey,38614 ,4.45 ,172000 ,1013.84 ,174380000
10510,2004,55,Napa,40439 ,2.96 ,119874 ,2915.56 ,349500000
10511,2004,57,Nevada,349 ,4.11 ,1434 ,1527.68 ,2190700
10512,2004,61,Placer,230 ,3.20 ,736 ,878.94 ,646900
10513,2004,65,Riverside,1640 ,2.18 ,3575 ,668.03 ,2388200
10514,2004,67,Sacramento,25756 ,6.50 ,167414 ,444.60 ,74432000
10515,2004,69,San Benito,3636 ,3.32 ,12072 ,1567.01 ,18917000
10516,2004,71,San Bernardino,147 ,4.27 ,627 ,708.77 ,444400
10517,2004,73,San Diego,300 ,1.80 ,540 ,700.00 ,378000
10518,2004,77,San Joaquin,83657 ,5.57 ,466331 ,403.09 ,187974100
10519,2004,79,San Luis Obispo,31913 ,4.00 ,127788 ,997.24 ,127435000
10520,2004,81,San Mateo,  ,  ,  ,  ,417000
10521,2004,83,Santa Barbara,17408 ,3.67 ,63887 ,1305.86 ,83427500
10522,2004,85,Santa Clara,1870 ,3.30 ,6171 ,994.98 ,6140000
10523,2004,87,Santa Cruz,572 ,1.20 ,686 ,2131.20 ,1462000
10524,2004,95,Solano,4153 ,3.64 ,15118 ,676.75 ,10231100
10525,2004,97,Sonoma,50010 ,3.31 ,165783 ,1882.64 ,312110200
10526,2004,105,Trinity,114 ,  ,  ,  ,237300
10527,2004,107,Tulare,23764 ,9.65 ,229430 ,224.80 ,51576000
10528,2004,113,Yolo,9909 ,6.13 ,60739 ,548.92 ,33341000
10529,2004,115,Yuba,92 ,2.27 ,209 ,1315.79 ,275000
10530,2004,991,Sum of Others,243 ,2.38 ,579 ,999.06 ,578457
10531,2004,999,State Totals,579372 ,6.28 ,3639135 ,547.29 ,1992298657
12916,2005,1,Alameda,2169 ,4.24 ,9189 ,930.68 ,8552000
12917,2005,5,Amador,3874 ,3.42 ,13249 ,995.08 ,13183800
12918,2005,9,Calaveras,500 ,2.60 ,1300 ,1200.00 ,1560000
12919,2005,17,El Dorado,1906 ,2.44 ,4642 ,1064.20 ,4940000
12920,2005,19,Fresno,77598 ,11.32 ,878500 ,223.29 ,196162000
12921,2005,29,Kern,36167 ,10.66 ,385430 ,220.18 ,84864000
12922,2005,31,Kings,3717 ,12.65 ,47009 ,239.08 ,11239000
12923,2005,33,Lake,7518 ,4.26 ,31995 ,1192.35 ,38149100
12924,2005,39,Madera,57600 ,10.73 ,618250 ,226.09 ,139782000
12925,2005,41,Marin,108 ,1.04 ,112 ,2371.43 ,265600
12926,2005,43,Mariposa,88 ,1.36 ,120 ,1183.33 ,142000
12927,2005,45,Mendocino,16084 ,3.85 ,61962 ,1171.01 ,72557900
12928,2005,47,Merced,11542 ,10.71 ,123574 ,278.11 ,34367000
12929,2005,53,Monterey,38179 ,7.05 ,269000 ,946.52 ,254615000
12930,2005,55,Napa,41910 ,4.32 ,181025 ,2987.43 ,540800000
12931,2005,57,Nevada,350 ,3.72 ,1302 ,1294.55 ,1685500
12932,2005,61,Placer,230 ,2.24 ,515 ,781.94 ,402700
12933,2005,65,Riverside,1650 ,2.50 ,4125 ,963.01 ,3972400
12934,2005,67,Sacramento,28045 ,8.70 ,243992 ,443.20 ,108137000
12935,2005,69,San Benito,3672 ,4.58 ,16818 ,1188.01 ,19980000
12936,2005,71,San Bernardino,142 ,8.06 ,1145 ,1018.08 ,1165700
12937,2005,73,San Diego,268 ,2.30 ,616 ,634.42 ,390800
12938,2005,77,San Joaquin,95669 ,7.36 ,703870 ,410.10 ,288660000
12939,2005,79,San Luis Obispo,33690 ,5.90 ,198819 ,977.64 ,194373000
12940,2005,81,San Mateo,88 ,  ,  ,  ,451000
12941,2005,83,Santa Barbara,20308 ,6.18 ,125503 ,1277.78 ,160365200
12942,2005,85,Santa Clara,1720 ,4.00 ,6880 ,1061.05 ,7300000
12943,2005,87,Santa Cruz,575 ,1.39 ,799 ,2200.25 ,1758000
12944,2005,95,Solano,4291 ,3.75 ,16081 ,728.07 ,11708100
12945,2005,97,Sonoma,57050 ,4.05 ,230910 ,1864.64 ,430563500
12946,2005,105,Trinity,114 ,  ,  ,  ,237300
12947,2005,107,Tulare,22831 ,9.60 ,219270 ,217.17 ,47618000
12948,2005,113,Yolo,8464 ,8.38 ,70930 ,591.67 ,41967000
12949,2005,115,Yuba,105 ,0.84 ,88 ,1011.36 ,89000
12950,2005,991,Sum of Others,129 ,2.51 ,324 ,1133.95 ,367400
12951,2005,999,State Totals,578351 ,7.73 ,4467344 ,609.24 ,2722371000
15358,2006,1,Alameda,2281 ,3.74 ,8534 ,937.97 ,8004600
15359,2006,5,Amador,3701 ,3.68 ,13620 ,1079.98 ,14709300
15360,2006,9,Calaveras,600 ,2.60 ,1560 ,1062.18 ,1657000
15361,2006,17,El Dorado,1864 ,3.07 ,5720 ,1081.56 ,6186500
15362,2006,19,Fresno,64116 ,8.83 ,566400 ,209.56 ,118692000
15363,2006,29,Kern,35441 ,8.91 ,315620 ,207.95 ,65633000
15364,2006,31,Kings,3624 ,10.98 ,39800 ,259.35 ,10322000
15365,2006,33,Lake,7842 ,4.48 ,35153 ,1229.04 ,43204600
15366,2006,39,Madera,54200 ,8.97 ,486375 ,193.81 ,94266000
15367,2006,41,Marin,118 ,1.86 ,219 ,2273.52 ,497900
15368,2006,43,Mariposa,100 ,1.02 ,102 ,1212.75 ,123700
15369,2006,45,Mendocino,16142 ,4.40 ,70948 ,1237.00 ,87762600
15370,2006,47,Merced,11397 ,9.93 ,113138 ,237.65 ,26887000
15371,2006,53,Monterey,38165 ,5.50 ,210000 ,1038.01 ,217983000
15372,2006,55,Napa,42188 ,3.62 ,152776 ,3070.33 ,469072900
15373,2006,57,Nevada,358 ,3.71 ,1329 ,1170.28 ,1555300
15374,2006,61,Placer,189 ,2.57 ,485 ,974.43 ,472600
15375,2006,65,Riverside,1500 ,2.40 ,3600 ,1111.00 ,3999600
15376,2006,67,Sacramento,25496 ,7.00 ,178472 ,408.70 ,72942000
15377,2006,69,San Benito,3788 ,4.20 ,15910 ,1229.98 ,19569000
15378,2006,71,San Bernardino,136 ,4.91 ,668 ,842.37 ,562700
15379,2006,73,San Diego,309 ,2.10 ,649 ,797.84 ,517800
15380,2006,77,San Joaquin,92501 ,0.06 ,5610 ,36342.07 ,203879000
15381,2006,79,San Luis Obispo,34662 ,4.27 ,148005 ,1026.92 ,151990000
15382,2006,81,San Mateo,89 ,  ,  ,  ,531000
15383,2006,83,Santa Barbara,20829 ,4.43 ,92272 ,1163.71 ,107377800
15384,2006,85,Santa Clara,1750 ,3.80 ,6650 ,1120.00 ,7448000
15385,2006,87,Santa Cruz,600 ,3.00 ,1800 ,2390.00 ,4302000
15386,2006,95,Solano,4293 ,2.89 ,12400 ,750.11 ,9301400
15387,2006,97,Sonoma,55507 ,3.90 ,216248 ,1990.76 ,430496900
15388,2006,105,Trinity,114 ,  ,  ,  ,237300
15389,2006,107,Tulare,19360 ,8.98 ,173930 ,208.41 ,36248000
15390,2006,113,Yolo,10156 ,6.69 ,67944 ,559.98 ,38047300
15391,2006,115,Yuba,84 ,1.79 ,150 ,1326.67 ,199000
15392,2006,991,Sum of Others,76 ,6.53 ,496 ,149.86 ,74330
15393,2006,999,State Totals,553576 ,5.32 ,2946583 ,764.95 ,2254753130
17731,2007,1,Alameda,1916 ,3.93 ,7526 ,857.69 ,6455000
17732,2007,5,Amador,3697 ,3.40 ,12570 ,1056.98 ,13286300
17733,2007,9,Calaveras,650 ,2.50 ,1625 ,1100.31 ,1788000
17734,2007,17,El Dorado,1747 ,2.88 ,5029 ,1197.36 ,6021500
17735,2007,19,Fresno,61224 ,11.81 ,722800 ,214.36 ,154942000
17736,2007,29,Kern,33100 ,10.27 ,340000 ,218.25 ,74206000
17737,2007,31,Kings,3817 ,7.52 ,28719 ,230.27 ,6613000
17738,2007,33,Lake,7949 ,4.57 ,36321 ,1196.26 ,43449300
17739,2007,39,Madera,53500 ,10.59 ,566559 ,206.58 ,117042000
17740,2007,41,Marin,192 ,0.90 ,173 ,4368.21 ,755700
17741,2007,43,Mariposa,97 ,1.20 ,116 ,1206.90 ,140000
17742,2007,45,Mendocino,16342 ,3.77 ,61589 ,1223.41 ,75348300
17743,2007,47,Merced,9819 ,6.69 ,65702 ,274.09 ,18008000
17744,2007,53,Monterey,39636 ,5.65 ,224000 ,1123.23 ,251604000
17745,2007,55,Napa,42338 ,3.43 ,145115 ,3256.77 ,472606600
17746,2007,57,Nevada,385 ,4.23 ,1629 ,1280.91 ,2086600
17747,2007,61,Placer,190 ,2.71 ,515 ,873.59 ,449900
17748,2007,65,Riverside,2000 ,1.70 ,3400 ,1184.00 ,4025600
